wavelength_alpha,wavelength_beta,wavelength_gamma,intensity_delta,isStar
12.969381963414756,73.74636093578754,50.58232990317886,23.5567815750399,True
38.10123520492217,37.70566628149731,42.04985367938379,22.8874837152061,True
29.008118047716923,51.41870195320311,36.22799375380821,38.850123753714556,False
26.5081519247513,63.40780314975974,44.936367958662025,18.076905121106243,False
14.238101385491825,47.10382310924876,51.06397045387769,43.043860532527354,False
14.374527317782961,29.093899782544216,46.39418716890618,38.94234506610225,True
20.594099390142816,56.36199526750674,52.17071499024546,,False
22.303150562177066,72.10178562718959,43.61787648446021,26.45105826770908,False
38.205027542226546,50.40970677120172,44.47569485698875,9.792317480059111,False
30.098499672311096,,,22.256444887368996,True
33.17133615215792,33.71984791881056,52.38564220103872,36.19923708825274,True
19.49089100624179,42.96526504830233,54.722904600681176,26.183564136058088,False
51.311490685460846,48.61257278399177,49.78970085628424,45.128741581712276,False
31.568589875350796,59.18810699578124,40.087877595366095,36.11455592491592,True
49.874702394924945,62.01761506953358,47.20181931391597,24.383490424277365,False
22.025125528156885,64.95276254744554,52.2809517158193,14.760335017680845,False
,44.59904988740585,52.788690649289194,34.41590617884893,True
,70.08760531074327,50.24788340742557,44.21138126889598,False
47.45489845622659,43.533421604770226,,51.57148332823536,True
25.10255421293905,61.214686908638335,,62.410584926770966,False
27.332064961508454,46.34957951092551,48.998756640660815,29.6589447623941,True
37.05036273071069,35.93998105159459,44.5205663086903,27.63744317746667,True
39.708359561270186,85.25989325329533,44.523071410974985,36.318847136210216,True
,49.07048814599491,46.381696035899196,41.39947945851558,True
5.366037499185769,56.28637440146119,52.262032538619934,30.178299020992448,False
51.39890105665931,62.13636714477146,51.18682560686567,17.734646457683393,False
12.446517615749844,42.0944197298476,49.83875242799905,39.45979336539044,False
6.628161152920434,51.70725521821705,50.660079427056885,25.396206141762775,False
35.86384975975263,69.14423116810015,51.892987904245686,,False
27.149728812882294,69.36957951630461,45.493533349186656,17.182243377603882,False
35.80728706520127,64.40278579008374,49.192124838171004,31.370002662153414,True
27.962402961611048,55.9131045816259,46.57140261803045,24.741693341008467,True
41.55144340022238,59.69691214664644,54.27260542814753,44.34969927553121,True
43.62143738716109,61.56587517092021,62.45837123920098,39.78635634838693,False
56.55455495862665,55.06143518914758,51.45861288267159,40.63545192006101,False
,42.475913137075075,49.98615395977223,42.61523577787854,False
9.318293832499066,47.11137251010737,49.18481294669613,39.06467624277059,False
15.67098088635256,41.02110006765631,44.31174285187585,18.63430757477492,True
29.55180443960851,61.64049005265176,57.52820012364176,51.637794378719974,False
42.48656960016078,58.15051425746397,,67.16926317745325,True
31.4620098452407,56.90748168306935,42.02499294302128,53.10381414141367,False
32.35040530857292,55.39627067261574,51.357526474510024,29.23319001147108,True
37.30616556633166,50.630726888658,48.05928270129666,17.075770804917116,False
,49.64452843453124,56.48458059466195,27.976367342581128,False
11.882353547613995,33.84541378952332,50.50402046585472,43.627929700671146,True
13.887558931950052,74.85313015557072,47.470472111350915,33.25667701219361,True
24.27944186967321,67.73495644519562,46.19708613242882,40.61927523298146,False
35.81296402733511,43.05223166853412,44.84035531904678,,False
17.03405355937541,26.15193103834985,41.57179140773237,36.776399225650664,True
49.2048330080079,49.860770877953705,,41.69062387807949,False
33.61736762532844,47.600976381919025,55.62663019539008,9.678807878776365,False
52.68149232947828,41.18545774053919,46.62955837770308,34.7326886184687,True
41.25916331075037,69.24409176346622,47.268325657855044,31.899815226742618,False
37.4382928439405,40.41392640198744,46.06931295391401,46.87257350777119,False
49.56263334271473,56.23766588867768,,35.745642909700095,True
22.5902041762442,34.138377051711124,45.24155874352723,35.016076358773475,True
47.656334726861346,65.5924152493658,45.3078228784959,35.8842723899319,False
18.723091539282223,95.37391980908535,45.56301575404628,19.46361319805394,True
16.707094085300916,52.74240692611606,45.159404800128755,15.118669845076678,False
28.42935676158773,66.39453159036643,53.67852636715597,49.67610207018984,False
19.56765796583094,52.97723235822562,54.4258843469,42.89930285550287,True
17.00362676451941,59.71061689674836,56.07128332332529,44.98410828485627,True
25.87986178173221,66.48287448414571,54.48481464996294,32.77258794602943,True
37.349109380511614,,57.897809538568595,14.639423487091907,False
34.983150554959906,65.72238400432346,56.709997094345496,36.723014371795394,False
44.470803265427776,54.72500957012455,44.650907724237285,46.09828865851053,True
19.005051354552158,41.596414518028034,42.3098748865771,25.477337956379042,False
,44.99098910524893,,19.5490574986432,False
40.0496721321849,66.11985008079233,48.55683381521225,26.011532102786845,False
17.304009974853635,,47.5631480878386,32.65990123871554,True
38.480391744247086,51.581832730160755,60.21201158876427,37.175722515789,False
41.02754599721827,45.87199310993274,47.41497561163902,49.530999221406226,False
43.79971883544042,42.624318374765906,45.1121270941194,24.498769526035886,False
23.9676330753763,50.06304196796523,44.6932311449268,41.1072927582055,True
23.011204131608537,44.93604180511523,49.799509443012326,24.877432299115107,False
52.31375802047107,67.07997359903845,,,True
19.84217459636725,57.76794775059185,53.06166732893322,35.06806789318998,True
11.772990608132371,55.071474051091414,44.89081857845035,30.068887334833295,True
27.318430775750915,35.691252715716146,49.13708682330699,25.652125833260286,True
37.97327084679115,65.69664776654221,58.75525182952078,34.6192013623105,False
44.45209058057648,55.99134797588647,52.28272440791933,52.038430437434464,False
48.131529016951035,65.14701464897873,45.810914189497595,30.24708880920426,False
19.726568314182803,63.53079477496104,50.89022322317146,42.64331084885984,True
40.4517077978874,70.80953984302576,44.68939046126869,36.113886261628856,False
15.200167296135842,40.94496094433455,51.8705159916416,39.004724431522924,False
25.26369785161084,62.57454147280548,43.24839145047415,49.36533491814594,False
19.854042429228404,40.81183029194033,52.14163143585632,36.661757897168805,False
30.971894233883585,54.96063057980851,56.179020828662935,37.441867649246184,True
,44.037675054141985,46.75463021863527,45.954328912672025,False
32.78263941982641,66.16082077865347,51.93147948704868,25.514715214111447,True
13.708269704432112,50.15403976857918,50.29582908858291,33.317552459795664,True
46.71858206304022,47.073780200470694,38.371197386156105,37.57082044996317,False
35.406607389029105,35.45852267757813,51.34050487326736,32.42016166885757,True
23.206886348672757,57.80678814292629,43.19508854961381,14.42121374431062,False
,41.074513125181994,48.47641915945326,32.81226911422544,True
19.812885080882303,71.25210361383994,57.60543959423984,39.641134988778724,False
45.18369912078797,49.24543913438111,52.59118494891355,44.97711164498368,False
14.396243958716262,66.8758839862756,,33.137689688971825,False
26.823782674758636,56.36394920754311,54.18243390805496,23.37867658647628,True
20.41741750767941,44.9714409072234,,26.988506048123444,False
41.81433830160086,49.625746334348754,49.58330317941854,37.69185675924389,True
25.80614731817264,61.05369292487493,57.650037227577,,True
22.382881207914117,55.15442717970435,53.28459009319867,32.20157488149721,True
34.44910052395239,59.41609291266647,46.77994063489729,41.70397218734506,True
32.4705385254244,42.05863883019499,43.42016301522225,38.84156486764058,False
31.90181437656447,47.32214610061751,54.66111153899798,6.490347282815662,True
43.046175545796295,,45.280864999965345,31.622255334887978,False
34.288696868726234,68.4438912187376,48.08592975966108,32.834870363090246,False
13.398249234390686,71.99818650715517,53.3119387233303,13.703708159025748,True
11.08451577743168,50.77233117824332,38.832040459713006,26.95550665412132,False
38.66497207980088,,37.32498554589706,40.14914725340552,False
34.91010572176243,70.0175123579559,49.96120832976936,10.402815990170378,True
42.81102979209427,53.48095871067848,54.264686500412765,16.20659170841642,False
40.29004598934445,60.658299131465505,45.6764691569513,37.088333204581396,True
33.173265702591586,88.79178968162418,46.66369378254613,30.519735065327584,True
32.915770440269185,,46.533274452980336,39.2665100449695,True
34.29839025476119,32.86522132476305,48.898538879056915,48.678287857352814,True
6.189663637345323,56.03577093187867,39.49666650019487,35.77508377522332,False
40.74375093592421,68.3748557473684,52.4930429507841,,False
24.1326690934438,76.85126525898187,50.22233368383008,39.32910232730175,True
29.109399102948153,,47.35680826528407,34.61454988656783,True
40.630763233624485,52.9314123201006,44.190906674015125,44.65512285502772,True
22.87912544120812,31.44509574757953,49.495028176246464,28.19153272087184,True
50.08493458672763,48.882452264214535,42.543639752802115,25.307639435481413,False
31.835071736088985,59.43660492796403,42.228957345065666,48.96822153105815,True
50.83516352087105,36.10337518180482,49.871274698666184,,True
19.428219369027865,44.03365242837383,49.4574458866898,29.101172130457282,False
41.843001811070756,14.435643599794204,47.248117160660854,27.575975776508752,True
25.358584456251158,,50.15110312606214,27.202946835271906,True
17.080337037807222,75.85977150623674,51.726412878120016,47.172732516120284,True
3.252960833394628,48.50299030596045,48.52839256237962,23.881041348260915,False
30.5067613665836,55.39492601467577,47.715269041076425,22.548441603632305,True
8.138482156189525,,45.875106582740145,34.0203321749749,False
9.282250050202684,41.412482965563136,49.32576893154336,36.1500638066242,False
24.287285986333757,45.63928819298068,48.89432840473384,49.445056870694664,False
22.07261656380458,44.68553596307895,52.543573840332755,35.537277947805485,True
2.899422499948198,71.5309353046238,53.96182542113291,20.304662732527994,True
37.64108829168145,30.822052783880952,44.88548608306495,24.770045989420552,True
33.677485819607774,62.23691554070305,53.41835844884792,27.04891414611609,True
19.85506049287724,61.96360731499509,45.689630649676246,22.49299918425819,True
2.876191896050077,57.98486176101393,53.82985789408901,19.96175867140887,False
10.821764633392306,67.40167368397333,48.18557431585634,25.633592213654197,False
56.3037358019754,56.75697871353264,48.14375180829795,31.144323453702047,False
11.675814518594493,,54.03482294404226,47.29114364131294,False
19.18510049002124,45.807669389880274,52.18231054421976,42.78304135478348,False
42.42735438839163,69.17493301260731,47.67906363162437,39.501591269609136,False
36.72479064428233,44.32136745591812,49.710149964970675,30.382250405916963,False
34.98087192330018,31.0730179726813,53.56628470599888,52.06005992738573,True
14.52635713795693,50.193950491522415,51.84791340134336,42.26797550565068,True
25.25131538175992,92.83472161179981,42.360216767142234,32.92425509977551,True
53.53299466054927,63.59611375608471,43.58595848793874,40.033700731337795,False
23.450732407183857,63.76574190383213,46.96105572696931,22.22175791879195,True
30.68290560638493,39.47182523666913,50.86359458961832,41.47340776348415,False
39.5374442754242,,50.52757692945079,43.09147459090954,True
17.607382185025266,68.83334536783012,49.77745276506839,22.755622781389867,False
14.192679214266153,,56.714906111122716,,False
21.340816466556646,45.07715045973844,55.84091132967738,31.127130350989667,False
30.824421924536182,,54.07889915930982,27.161548964156484,True
31.730093764345796,42.55427928916834,52.182578876408584,,False
38.73286031355994,53.337691497967874,53.579738992522735,34.38474188725312,True
29.62956573710229,63.23098692287825,51.378509423996455,40.333138360503895,True
35.900257742110696,27.384976032798473,,32.540199417156906,True
32.43800772092753,55.82501598376988,49.17419918669086,60.07181694337619,False
35.04695150978145,56.69622493221222,59.79804547084575,34.41403761182259,True
32.854745033409486,,43.06394240868923,27.63701000974175,False
27.886851421346705,68.39933551633393,49.74564617970516,43.43060690597979,False
32.69826336647573,72.62935377041167,50.01684053044748,24.51325488504613,False
14.675925460489582,72.97335268149698,47.29859148976562,,True
36.447556305913714,73.1226500525112,53.7559168582776,32.71617947578372,False
39.07597636776529,62.370699521998176,54.17371424390869,39.96317964931497,True
39.319998907486344,91.81383490776182,54.67102971469415,23.88445587159771,True
39.71149169306898,59.20316474743191,52.72486568287557,38.36323509120469,True
38.76595955951586,48.776625805334696,55.605783277102006,,True
36.35651591945247,71.3094245869175,44.17065773035743,29.535301587490732,False
25.480197928678628,42.473399835397544,48.99239912504591,20.465581625117707,False
25.215273771434912,83.8135683418263,49.47580573465213,28.605109392873885,True
40.145128051125965,44.90911687213219,53.77830481280711,16.87076690614157,False
3.9291944705211,42.639780571612825,52.446981436284744,52.37731921962673,True
20.36449450999538,35.36691193573019,43.45252904875457,29.948124807938477,True
,46.82360331717836,53.59164624315824,46.62917571504869,False
31.492889043357117,44.73712746651205,51.64625241989559,46.151752405320394,False
24.409527007044062,49.46889505831858,50.117596058632785,30.137454059147863,True
40.5935089482775,53.74075487043214,50.27310109395892,70.47201115583573,True
13.590488729122026,44.55186331826594,46.64692286695745,46.88650486191158,False
7.841540402376303,76.93032155986486,,32.529208933944645,True
29.783641985506765,63.07882889415591,59.23322561265773,37.94873508024916,True
39.133327039516544,66.63000467283605,44.68120708684941,38.53214225944431,False
28.118125954556746,50.9569982960347,,48.897812115470686,True
23.956825496871694,55.20176047006861,49.05624196918501,15.675317427595811,True
29.826705423051074,71.67560006429588,56.36259455782522,,False
32.66216336724327,54.66982386857702,,22.629212315109555,True
29.75749769068158,59.676866879610756,43.8884337242919,36.49801528703042,True
21.157235408540316,39.444375863556715,37.356680151945724,41.89513004329556,True
37.15848269880181,70.85438070158048,40.95398586649968,38.89095475044019,False
39.305162364498344,45.51373151582485,43.73704492399277,42.821693384634,False
36.28928157369951,,44.40108268832804,34.36559162574526,True
16.442883781996244,29.43997087556733,47.87554417412226,7.909061625170445,True
39.24224771527474,50.59903926707326,53.31004280555182,37.682945117821745,True
25.226855830541695,68.40669239537337,43.82123052905856,20.08749651186914,False
26.780191958673477,70.82917057236985,47.52155203015084,37.17641441384683,False
18.660896070827274,59.62226335848708,65.6266410940568,34.812486933270634,False
,63.55829154116147,,20.565749303707694,True
9.899166690069478,50.07727141923504,59.859724397665644,44.71556012352231,False
37.11735829898304,48.74077460636231,50.287878212555,21.64564935967165,True
20.411039015598067,65.57962854140034,58.505999432384776,31.71825927596358,False
48.96497109884335,44.41190101171441,41.870077432121946,17.79542364493479,True
51.677058907197136,55.419802522510466,39.86702981111301,45.0476713427213,False
34.971396480207076,68.26571118192781,45.50639545253667,28.53276413827671,False
39.102401847872514,64.82742559187157,43.70784216727847,54.83734466971,False
6.217647865351971,46.30608743031836,,28.897787242540318,False
9.490279577785632,69.58744037495993,46.775746942830395,26.437245370381508,False
14.446614743158255,60.50468285809088,50.202832490669834,18.32385684507046,False
37.29341172177827,61.161109406451246,,42.051900795110434,True
26.088368947295994,64.15210584412044,41.24721638808629,32.01222938157534,True
44.873644694061234,54.12166272875962,51.76820790764174,26.863812149722076,True
49.752280104420066,56.234034210594444,49.2356635720212,45.10368371884034,False
,85.57049241182165,56.104130115107694,35.28557463426698,True
19.16660187925141,55.175131427764,48.196657229199786,42.50774605897629,True
33.96965030745732,54.22618461091143,52.75541621223025,53.96160012399619,False
39.397351588649855,71.88689482945837,44.33092942528202,,False
30.98913750138427,55.411488247798935,50.56051073752359,33.50092613940457,True
25.377888496585413,96.27353329827838,45.865121299280254,22.90307319822567,True
34.497468725654095,42.64808685123456,50.309523433663976,35.42343084184323,False
31.802685641587217,46.068220911831574,59.9291416618918,38.0628504033276,False
11.407440669849976,41.7284601878393,47.15323248253592,29.716913164596555,False
10.711901529245733,58.053086086505324,58.96909519475753,30.307561439113154,False
46.854456857136356,58.5026949355303,45.07249682578315,25.27963318114942,False
35.280862788092506,60.83835377532168,52.4281757469048,27.644625012641747,True
43.623831970656674,72.57822888531274,49.02404396434356,65.05610153669036,True
40.20307955022876,,51.252657254101244,50.53109825827583,False
16.821381973953187,71.24618773247732,,23.191921682532616,True
25.474870572780137,74.3940490421168,42.116082684579226,33.91773910621489,True
30.732286105566136,55.34064497375541,57.3119653214812,22.886171788651268,True
20.38363904166397,45.85792216669817,56.25715617995837,26.21135304875665,False
14.51809544120432,39.65139216420942,51.50966353802165,30.521705743546196,False
7.984761158671347,65.13883840507782,40.65546028704477,10.099669551562297,True
17.029264025035353,54.6083657812353,54.39976184454763,32.616846073296,True
11.639804507420024,70.70175215357347,48.941003719600914,28.125633636772395,False
40.35424751804247,67.64692462971621,47.36261481042197,23.930760311122626,False
18.787866686050723,43.9715103526371,47.49440275071174,23.57262810260471,False
20.19587193497982,49.15444665561095,56.081180674247875,53.814898007220975,False
32.3022971309668,72.31293505655663,48.016954813276186,38.506088379150185,False
23.706326873538316,60.30990102722204,47.359946116734335,33.12819596215198,True
33.091550365840035,67.70116376244187,44.13923346558075,25.07207199542438,False
34.72317967530452,40.972636007790385,46.97401127249636,26.12471759267909,False
34.89437758865935,40.24684421967864,,44.46816147091056,False
22.003827246516202,28.444670655397044,52.3160677993924,28.825975772394386,True
21.652716232113285,38.25410204828935,,27.49515019946233,True
34.16848866089761,78.4120891067356,43.0137028721831,,True
12.184983759434095,64.5371436869188,44.689839708013096,33.10750190588266,False
30.41557625401744,,48.159209897322974,41.13538918009868,True
21.56241828050708,46.205678535586514,49.00540898481034,22.68412043485153,True
12.895379114334101,50.45515347620041,57.297538125984545,36.389357802219955,False
,71.87582662556834,56.20393448928385,45.87387022722669,True
20.774693748595055,56.289913771013474,48.58673189596985,27.5807190335196,True
,53.55796926686324,48.55805622294114,49.40599683126296,True
32.753647572310854,30.381248071475156,50.15651939419726,18.20330834564875,True
23.585495161679447,52.24231690227244,52.33863959373976,25.37267665518019,True
10.154619679674258,42.24312722756317,49.576270403066296,34.54718881118603,False
33.76273447811977,68.54576013253734,61.906355078401134,23.80655741753166,True
41.656189242088125,64.86465344766015,44.75543764227709,41.95957814015594,False
18.47383503972033,81.78124302059986,44.50963309212865,43.04759398417791,True
23.672802794864563,66.00653847531004,48.347850487434116,16.958122784328214,False
21.61888889900588,43.16689305288415,48.77206260481527,46.83035381726458,False
7.837223452399538,45.121280811981364,46.01567587853352,37.442619148849104,False
23.445417885433773,45.99714546598638,41.189195657991526,25.021549249422684,False
38.51441173374408,42.781707649775626,50.5490951601094,35.28408412164409,False
3.4920765916227765,51.74679184376834,,21.2243818433143,False
11.107618038913309,31.992771948170773,52.96619104227521,55.59278033134635,True
33.43212532172021,69.89610772985782,48.745979672910806,44.83642269171486,False
19.564804787213852,45.02664297577165,56.97473167655843,,False
20.06258503086672,67.27818284159012,51.15030330015636,44.24277756106268,False
17.786515398950343,80.34183131178554,51.97050954138098,39.11859761937288,True
0.9738043938280931,45.71886060299387,45.791085836747406,39.40709537819498,True
10.982104626670957,45.20039389835386,52.26875158734657,16.239836363207395,False
12.26975878620608,40.8806549664618,47.1780794529698,34.90739425241783,False
55.26483978773534,50.14063163093948,50.60659255915167,41.97121587165456,False
21.98771697689614,41.78795723384816,33.28957944884648,18.948422131873016,True
38.26312915834216,52.23819303569404,47.324139635330255,33.03623661404278,True
32.755154732773356,70.18863495789437,49.25037285583198,39.979575156552905,False
42.632374062668106,48.64611439608451,59.02263086721477,30.434189088656897,False
22.900762241085953,50.947904814830906,45.4804420587201,33.57766251227798,True
45.21697735433334,45.7276830118239,49.492123702923735,45.77535171467827,False
34.18375239109604,55.257214919025145,49.08298179765014,19.851529263261156,True
,,49.13933167356957,28.941303448217113,True
4.91826579758402,62.45134737241762,55.016986436667835,36.560337838963285,False
17.761810381106145,44.91314126613479,46.22860655879013,33.17470547993442,False
30.535377106601292,100.0,41.99218217198614,45.43238249293785,True
32.04045567115501,73.2526404465556,45.70237868004996,43.12939045716404,True
17.508947792587012,,43.67093080848695,20.454084076958353,False
15.01740794932354,48.47034949779818,38.728111348067074,62.78565914900773,True
25.143339328854047,44.08607314853295,49.252239531255256,49.22700687831963,False
16.225442446388357,58.48922888505087,46.71177512389009,52.647705072071766,False
13.828378514585006,47.02606838155528,48.72098583290474,46.827181194219996,False
26.00085249378911,45.665660095946485,58.14306654941856,29.33365321208585,False
27.787409534416646,60.387450289071225,48.97521180516799,33.8803438891028,True
16.721676902799317,57.680425398803884,52.108007569038584,17.546856113995876,True
34.35941913114198,51.565517009823175,44.17336843230495,29.5772069273129,True
48.2930178732834,40.983478744885026,46.85389485597611,25.259513749460666,True
31.51832969976871,28.726757007893827,41.495903880907235,43.11266906589944,True
25.147025378884987,88.89705048004825,53.60107351732323,44.57321210578929,True
,48.30299672905354,49.38587610567731,43.61279196922928,True
49.989541513303934,65.82779353353385,56.269046883735975,25.396486070129754,False
25.69677042130354,43.44760235933951,,,False
17.925489162283398,45.29025464200681,45.1501884013031,37.42949787579039,False
21.472242886492882,43.880915403145984,43.22288911488598,33.4637004708541,False
23.26801221298512,58.36201395371017,53.241222077782666,34.144389172201265,True
47.160326397343866,61.933477987780066,53.04803129775435,28.469246492689074,False
22.740863492476826,71.40756343574397,44.67264463318746,29.123752961111947,False
12.309553861768869,58.160614526757584,47.91856528578061,,False
31.185214675331228,53.72154120338363,,27.1650981056109,True
13.052950614115712,57.86561393264274,48.527615962331254,63.966051622445306,True
24.170341994251764,44.42622776376898,39.21182067738,22.815115209771236,False
30.327679491135846,39.6780246399054,44.75919047788178,19.39317293262522,True
45.43487790886617,61.15303312730112,57.26006003026333,31.85090309483335,False
34.05847689902692,39.61500500344907,47.03255519167892,35.27713193333446,False
23.85789944869966,43.360245128493574,50.851329107358396,39.66449735152596,False
25.704157463400822,53.00698344914078,51.34079291946645,55.483482609040735,False
24.427071632921717,68.34523447748225,,50.62902666434573,False
33.96995148256201,57.612318757331025,50.40778079282235,49.45849596765221,True
24.422416575149704,,39.480542738593414,,False
37.38836811107706,,47.51956502670026,33.642235588916144,True
25.9884465552425,13.936199513759306,48.261735695299436,28.81013923195961,True
40.579862117755496,63.557741498888525,57.63763414388414,37.54087679304934,False
31.76206488651858,56.342859852567635,49.27912191191507,30.48998770436773,True
25.085505911011474,72.22965819993468,52.09914176126037,27.724132140241835,False
36.102144603682255,49.47729815525588,51.06805224555188,46.449821128679915,True
23.17205331725299,66.22328670107748,47.94141398247563,31.739518306158043,True
,57.55533408290862,49.452035346607694,35.06778725956321,True
19.429443935690088,76.54043774865887,46.903286362185824,26.85654085716267,True
18.927549869713125,39.184250762536486,49.8219455009307,29.907171131970347,False
25.37087623075058,70.25792628270213,46.66483470294175,51.52976007918447,False
34.65176430485385,50.311646910044296,49.44638666558859,43.16673221575154,True
17.931295198106007,64.3491901971813,47.81788833662521,36.86402747637059,True
